date,open,high,low,close,volume
2023-11-21 14:20:00,153.9050,153.9050,153.8700,153.9000,3515
2023-11-21 14:19:00,153.8900,153.9000,153.8800,153.9000,1625
2023-11-21 14:18:00,153.9000,153.9100,153.8600,153.8900,4175
2023-11-21 14:17:00,153.9800,153.9800,153.9200,153.9200,6520
2023-11-21 14:16:00,153.9440,153.9800,153.9440,153.9800,6259
2023-11-21 14:15:00,153.9300,153.9500,153.9300,153.9500,4200
2023-11-21 14:14:00,153.9100,153.9100,153.9050,153.9100,2365
2023-11-21 14:13:00,153.8700,153.9150,153.8700,153.9100,3254
2023-11-21 14:12:00,153.8300,153.8700,153.8300,153.8600,2626
2023-11-21 14:11:00,153.8000,153.8300,153.8000,153.8110,3081
2023-11-21 14:10:00,153.8240,153.8500,153.8100,153.8150,4569
2023-11-21 14:09:00,153.8000,153.8100,153.8000,153.8000,1846
2023-11-21 14:08:00,153.8130,153.8180,153.7700,153.7800,4152
2023-11-21 14:07:00,153.7760,153.8200,153.7760,153.8200,1897
2023-11-21 14:06:00,153.7900,153.7900,153.7470,153.7700,3535
2023-11-21 14:05:00,153.7600,153.7900,153.7400,153.7800,11657
2023-11-21 14:04:00,153.8100,153.8200,153.7800,153.7800,2541
2023-11-21 14:03:00,153.7300,153.8000,153.7300,153.7900,2608
2023-11-21 14:02:00,153.7400,153.7450,153.7200,153.7200,3275
2023-11-21 14:01:00,153.6800,153.7500,153.6750,153.7400,4911
2023-11-21 14:00:00,153.7360,153.7600,153.6600,153.7100,4105
2023-11-21 13:59:00,153.7850,153.7850,153.7100,153.7470,5165
2023-11-21 13:58:00,153.8300,153.8300,153.7800,153.7800,1436
2023-11-21 13:57:00,153.8500,153.8500,153.8200,153.8300,1949
2023-11-21 13:56:00,153.8600,153.8800,153.8600,153.8600,4709
2023-11-21 13:55:00,153.8550,153.8700,153.8500,153.8600,4129
2023-11-21 13:54:00,153.8700,153.8900,153.8700,153.8700,2594
2023-11-21 13:53:00,153.8850,153.8950,153.8550,153.8790,5229
2023-11-21 13:52:00,153.8650,153.8850,153.8600,153.8850,2279
2023-11-21 13:51:00,153.8600,153.8700,153.8600,153.8700,2166
2023-11-21 13:50:00,153.8800,153.8950,153.8700,153.8700,3267
2023-11-21 13:49:00,153.8600,153.8800,153.8500,153.8800,3534
2023-11-21 13:48:00,153.8700,153.8850,153.8500,153.8500,2930
2023-11-21 13:47:00,153.8650,153.8700,153.8600,153.8600,2581
2023-11-21 13:46:00,153.8600,153.8700,153.8450,153.8700,3787
2023-11-21 13:45:00,153.8500,153.8550,153.8450,153.8500,2216
2023-11-21 13:44:00,153.8150,153.8490,153.8100,153.8450,2959
2023-11-21 13:43:00,153.8000,153.8200,153.7980,153.8190,4268
2023-11-21 13:42:00,153.8050,153.8050,153.8000,153.8000,1987
2023-11-21 13:41:00,153.8000,153.8100,153.8000,153.8000,3272
2023-11-21 13:40:00,153.8050,153.8050,153.7950,153.8000,1493
2023-11-21 13:39:00,153.7900,153.8100,153.7900,153.8100,1600
2023-11-21 13:38:00,153.7500,153.7800,153.7500,153.7800,1487
2023-11-21 13:37:00,153.7750,153.7900,153.7600,153.7600,2619
2023-11-21 13:36:00,153.7900,153.8100,153.7800,153.7800,3184
2023-11-21 13:35:00,153.8000,153.8000,153.7800,153.7900,1721
2023-11-21 13:34:00,153.8000,153.8160,153.8000,153.8100,2207
2023-11-21 13:33:00,153.7600,153.8000,153.7600,153.7990,3300
2023-11-21 13:32:00,153.7700,153.7700,153.7350,153.7550,2035
2023-11-21 13:31:00,153.7500,153.7750,153.7400,153.7750,4355
2023-11-21 13:30:00,153.7450,153.7450,153.7450,153.7450,578
2023-11-21 13:29:00,153.7300,153.7400,153.7100,153.7200,2462
2023-11-21 13:28:00,153.6550,153.7250,153.6500,153.7250,3660
2023-11-21 13:27:00,153.6600,153.6700,153.6550,153.6550,2974
2023-11-21 13:26:00,153.6650,153.7000,153.6600,153.6700,2083
2023-11-21 13:25:00,153.7000,153.7100,153.6850,153.6850,2792
2023-11-21 13:24:00,153.7200,153.7200,153.6900,153.6900,1964
2023-11-21 13:23:00,153.7600,153.7700,153.7100,153.7250,2436
2023-11-21 13:22:00,153.8400,153.8400,153.7600,153.7600,2351
2023-11-21 13:21:00,153.7470,153.8500,153.7400,153.8500,5204
2023-11-21 13:20:00,153.7800,153.7800,153.7500,153.7600,2862
2023-11-21 13:19:00,153.8100,153.8100,153.7800,153.7800,2300
2023-11-21 13:18:00,153.7900,153.8100,153.7900,153.8010,3021
2023-11-21 13:17:00,153.8200,153.8200,153.7900,153.7900,1389
2023-11-21 13:16:00,153.8700,153.8700,153.8300,153.8300,1856
2023-11-21 13:15:00,153.8550,153.8780,153.8550,153.8700,2987
2023-11-21 13:14:00,153.8800,153.8800,153.8400,153.8400,1412
2023-11-21 13:13:00,153.9100,153.9100,153.8670,153.8800,4657
2023-11-21 13:12:00,153.9250,153.9250,153.9100,153.9200,1330
2023-11-21 13:11:00,153.9200,153.9450,153.9100,153.9100,2827
2023-11-21 13:10:00,153.9200,153.9300,153.9100,153.9200,2329
2023-11-21 13:09:00,153.8800,153.9300,153.8800,153.9300,3424
2023-11-21 13:08:00,153.8800,153.8900,153.8700,153.8800,3424
2023-11-21 13:07:00,153.8800,153.8800,153.8600,153.8800,5202
2023-11-21 13:06:00,153.8700,153.8700,153.8400,153.8600,4491
2023-11-21 13:05:00,153.8400,153.8800,153.8100,153.8610,5855
2023-11-21 13:04:00,153.8200,153.8250,153.8100,153.8250,1692
2023-11-21 13:03:00,153.8900,153.9000,153.8100,153.8150,3344
2023-11-21 13:02:00,153.9100,153.9300,153.8900,153.8900,3245
2023-11-21 13:01:00,153.9500,153.9600,153.9140,153.9140,1734
2023-11-21 13:00:00,154.0100,154.0100,153.9250,153.9400,5236
2023-11-21 12:59:00,154.0300,154.0500,154.0100,154.0100,3228
2023-11-21 12:58:00,154.0800,154.0800,154.0400,154.0400,2105
2023-11-21 12:57:00,154.0800,154.0950,154.0800,154.0900,3510
2023-11-21 12:56:00,154.0400,154.0700,154.0400,154.0600,6592
2023-11-21 12:55:00,154.0450,154.0450,154.0300,154.0400,3304
2023-11-21 12:54:00,154.0300,154.0420,154.0250,154.0400,2765
2023-11-21 12:53:00,154.0100,154.0200,154.0050,154.0100,3024
2023-11-21 12:52:00,153.9400,154.0000,153.9400,154.0000,3358
2023-11-21 12:51:00,153.9300,153.9400,153.9300,153.9400,1683
2023-11-21 12:50:00,153.9200,153.9300,153.9110,153.9300,4348
2023-11-21 12:49:00,153.9700,153.9700,153.9300,153.9300,4445
2023-11-21 12:48:00,153.9600,153.9700,153.9500,153.9660,2252
2023-11-21 12:47:00,153.9950,153.9950,153.9650,153.9700,3135
2023-11-21 12:46:00,153.9700,153.9950,153.9700,153.9900,2160
2023-11-21 12:45:00,153.9700,153.9750,153.9700,153.9700,2156
2023-11-21 12:44:00,153.9800,153.9900,153.9650,153.9650,2566
2023-11-21 12:43:00,153.9540,153.9800,153.9540,153.9800,3046
2023-11-21 12:42:00,153.9590,153.9590,153.9390,153.9450,3239
2023-11-21 12:41:00,153.9900,153.9900,153.9550,153.9550,2583
2023-11-21 12:40:00,153.9900,153.9900,153.9700,153.9900,2136
2023-11-21 12:39:00,154.0000,154.0000,153.9900,154.0000,1432
2023-11-21 12:38:00,153.9700,153.9800,153.9600,153.9800,2842
2023-11-21 12:37:00,153.9800,153.9800,153.9550,153.9720,3534
2023-11-21 12:36:00,153.9300,153.9700,153.9200,153.9700,5112
2023-11-21 12:35:00,153.9890,153.9890,153.9300,153.9300,2157
2023-11-21 12:34:00,154.0000,154.0100,153.9800,153.9900,3502
2023-11-21 12:33:00,153.9900,153.9950,153.9800,153.9900,2027
2023-11-21 12:32:00,153.9400,153.9800,153.9300,153.9800,4070
2023-11-21 12:31:00,153.9500,153.9500,153.9290,153.9290,1909
2023-11-21 12:30:00,153.9650,153.9700,153.9450,153.9450,1330
2023-11-21 12:29:00,153.9250,153.9600,153.9250,153.9400,2448
2023-11-21 12:28:00,153.8950,153.9110,153.8800,153.9110,2712
2023-11-21 12:27:00,153.8510,153.8900,153.8510,153.8900,3010
2023-11-21 12:26:00,153.8270,153.8700,153.8200,153.8500,3410
2023-11-21 12:25:00,153.7700,153.8000,153.7600,153.8000,2475
2023-11-21 12:24:00,153.7500,153.7800,153.7500,153.7700,3594
2023-11-21 12:23:00,153.7500,153.7500,153.7400,153.7500,2274
2023-11-21 12:22:00,153.7500,153.7500,153.7400,153.7400,659
2023-11-21 12:21:00,153.6900,153.7300,153.6900,153.7200,2971
2023-11-21 12:20:00,153.7350,153.7350,153.6720,153.6800,5413
2023-11-21 12:19:00,153.7200,153.7400,153.7200,153.7300,3207
2023-11-21 12:18:00,153.6700,153.7100,153.6700,153.7000,4653
2023-11-21 12:17:00,153.7150,153.7150,153.6590,153.6700,6084
2023-11-21 12:16:00,153.6700,153.7100,153.6500,153.7100,30019
2023-11-21 12:15:00,153.6600,153.7150,153.6200,153.6800,5948
2023-11-21 12:14:00,153.6350,153.7200,153.6200,153.6850,54111
2023-11-21 12:13:00,153.6100,153.6300,153.6100,153.6300,3781
2023-11-21 12:12:00,153.6050,153.6400,153.6000,153.6180,3846
2023-11-21 12:11:00,153.5500,153.6050,153.5100,153.6050,14583
2023-11-21 12:10:00,153.6200,153.6200,153.5400,153.5600,13338
2023-11-21 12:09:00,153.6750,153.6800,153.6000,153.6200,7244
2023-11-21 12:08:00,153.7200,153.7200,153.6400,153.6500,6517
2023-11-21 12:07:00,153.7600,153.7800,153.7200,153.7200,3224
2023-11-21 12:06:00,153.7650,153.7700,153.7600,153.7700,2272
2023-11-21 12:05:00,153.8000,153.8000,153.7700,153.7800,1971
2023-11-21 12:04:00,153.7750,153.7800,153.7600,153.7600,1487
2023-11-21 12:03:00,153.7970,153.8050,153.7600,153.7900,4470
2023-11-21 12:02:00,153.9000,153.9000,153.8100,153.8100,3641
2023-11-21 12:01:00,153.8300,153.9000,153.8300,153.9000,2510
2023-11-21 12:00:00,153.8300,153.8350,153.8000,153.8350,6596
2023-11-21 11:59:00,153.7700,153.8200,153.7700,153.8000,7885
2023-11-21 11:58:00,153.8150,153.8150,153.7500,153.7700,12449
2023-11-21 11:57:00,153.8200,153.8400,153.7900,153.8150,5389
2023-11-21 11:56:00,153.8800,153.8900,153.7900,153.7900,7461
2023-11-21 11:55:00,153.8900,153.8950,153.8750,153.8800,2732
2023-11-21 11:54:00,153.9800,153.9850,153.8700,153.8950,13292
2023-11-21 11:53:00,153.9700,153.9950,153.9700,153.9850,1534
2023-11-21 11:52:00,153.9800,154.0000,153.9750,153.9850,2517
2023-11-21 11:51:00,153.9800,153.9900,153.9600,153.9900,1834
2023-11-21 11:50:00,153.9800,153.9900,153.9580,153.9600,3708
2023-11-21 11:49:00,153.9500,153.9700,153.9350,153.9700,1579
2023-11-21 11:48:00,153.9100,153.9650,153.9100,153.9600,3648
2023-11-21 11:47:00,153.9000,153.9400,153.9000,153.9100,4142
2023-11-21 11:46:00,153.9000,153.9100,153.9000,153.9100,2170
2023-11-21 11:45:00,153.8900,153.9100,153.8900,153.9000,2232
2023-11-21 11:44:00,153.9100,153.9100,153.9000,153.9100,1582
2023-11-21 11:43:00,153.9310,153.9310,153.9000,153.9000,1122
2023-11-21 11:42:00,153.9600,153.9600,153.9300,153.9300,1364
2023-11-21 11:41:00,153.9700,153.9720,153.9350,153.9350,3704
2023-11-21 11:40:00,154.0100,154.0200,153.9610,153.9610,2927
2023-11-21 11:39:00,154.0200,154.0250,153.9900,154.0100,5028
2023-11-21 11:38:00,153.9800,154.0140,153.9800,154.0150,3562
2023-11-21 11:37:00,154.0200,154.0200,153.9800,153.9800,3374
2023-11-21 11:36:00,154.0700,154.0700,154.0150,154.0150,3929
2023-11-21 11:35:00,154.0800,154.0800,154.0600,154.0650,2552
2023-11-21 11:34:00,154.0900,154.1000,154.0700,154.0750,2756
2023-11-21 11:33:00,154.0800,154.1000,154.0700,154.0900,3113
2023-11-21 11:32:00,154.0800,154.0900,154.0640,154.0640,3872
2023-11-21 11:31:00,154.0700,154.0900,154.0700,154.0900,2611
2023-11-21 11:30:00,154.0650,154.0950,154.0630,154.0750,3987
2023-11-21 11:29:00,154.0400,154.0700,154.0400,154.0500,5657
2023-11-21 11:28:00,154.0200,154.0500,154.0200,154.0500,4231
2023-11-21 11:27:00,154.0000,154.0200,153.9950,154.0050,2070
2023-11-21 11:26:00,153.9800,154.0100,153.9800,154.0000,2431
2023-11-21 11:25:00,153.9500,154.0000,153.9500,153.9920,3603
2023-11-21 11:24:00,153.9700,153.9800,153.9300,153.9700,5783
2023-11-21 11:23:00,153.9100,154.0000,153.9100,154.0000,4598
2023-11-21 11:22:00,153.9030,153.9300,153.8900,153.9300,5262
2023-11-21 11:21:00,154.0350,154.0350,153.8600,153.8700,16946
2023-11-21 11:20:00,154.0500,154.0500,154.0350,154.0350,4246
2023-11-21 11:19:00,154.0000,154.0200,153.9900,154.0100,8582
2023-11-21 11:18:00,153.9950,154.0050,153.9800,153.9950,4947
2023-11-21 11:17:00,154.0300,154.0460,154.0200,154.0200,5372
2023-11-21 11:16:00,153.9750,153.9950,153.9500,153.9950,8527
2023-11-21 11:15:00,154.0100,154.0100,153.9250,153.9700,9053
2023-11-21 11:14:00,154.0500,154.0500,154.0200,154.0300,4663
2023-11-21 11:13:00,154.0400,154.0900,154.0300,154.0700,9675
2023-11-21 11:12:00,154.1800,154.1900,154.0600,154.0600,14309
2023-11-21 11:11:00,154.2100,154.2200,154.1800,154.1900,8759
2023-11-21 11:10:00,154.2900,154.3000,154.2000,154.2000,10632
2023-11-21 11:09:00,154.3200,154.3200,154.2900,154.2900,3932
2023-11-21 11:08:00,154.3100,154.3200,154.2900,154.3100,5306
2023-11-21 11:07:00,154.3100,154.3300,154.3040,154.3100,3780
2023-11-21 11:06:00,154.2900,154.3000,154.2900,154.3000,3135
2023-11-21 11:05:00,154.3200,154.3300,154.2800,154.3200,7218
2023-11-21 11:04:00,154.2800,154.3350,154.2800,154.3250,6738
2023-11-21 11:03:00,154.2500,154.3100,154.2500,154.3000,2884
2023-11-21 11:02:00,154.3100,154.3370,154.2500,154.2600,9645
2023-11-21 11:01:00,154.2900,154.3500,154.2900,154.3000,5011
2023-11-21 11:00:00,154.2600,154.2900,154.2600,154.2800,3867
2023-11-21 10:59:00,154.2500,154.3100,154.2500,154.2750,6354
2023-11-21 10:58:00,154.2200,154.2700,154.2100,154.2500,5453
2023-11-21 10:57:00,154.2100,154.2300,154.2000,154.2010,5967
2023-11-21 10:56:00,154.2200,154.2500,154.1900,154.2400,5663
2023-11-21 10:55:00,154.3100,154.3100,154.2000,154.2200,10236
2023-11-21 10:54:00,154.3250,154.3380,154.3150,154.3200,2667
2023-11-21 10:53:00,154.3500,154.3500,154.3100,154.3300,3068
2023-11-21 10:52:00,154.2750,154.3500,154.2700,154.3500,6706
2023-11-21 10:51:00,154.2450,154.2900,154.2400,154.2550,3195
2023-11-21 10:50:00,154.3200,154.3300,154.2500,154.2500,5405
2023-11-21 10:49:00,154.2900,154.3150,154.2700,154.3100,5053
2023-11-21 10:48:00,154.3200,154.3400,154.2800,154.2950,2667
2023-11-21 10:47:00,154.3350,154.3800,154.2850,154.3800,4911
2023-11-21 10:46:00,154.3300,154.3400,154.3100,154.3300,2958
2023-11-21 10:45:00,154.3300,154.3350,154.2800,154.3100,6976
2023-11-21 10:44:00,154.3200,154.3500,154.3100,154.3100,3862
2023-11-21 10:43:00,154.2900,154.3600,154.2700,154.3200,4125
2023-11-21 10:42:00,154.2500,154.2700,154.2400,154.2490,4917
2023-11-21 10:41:00,154.2700,154.2800,154.2150,154.2500,10472
2023-11-21 10:40:00,154.2690,154.3400,154.2690,154.2800,5292
2023-11-21 10:39:00,154.2800,154.2830,154.2600,154.2650,2917
2023-11-21 10:38:00,154.3000,154.4000,154.2900,154.2900,17137
2023-11-21 10:37:00,154.2200,154.3100,154.2000,154.3000,12340
2023-11-21 10:36:00,154.2500,154.2500,154.1950,154.2200,12542
2023-11-21 10:35:00,154.3000,154.3000,154.2300,154.2300,5876
2023-11-21 10:34:00,154.2600,154.3100,154.2400,154.3100,10169
2023-11-21 10:33:00,154.2050,154.2550,154.2000,154.2550,3126
2023-11-21 10:32:00,154.1700,154.2000,154.1500,154.2000,16374
2023-11-21 10:31:00,154.2900,154.3100,154.1700,154.1700,18685
2023-11-21 10:30:00,154.3300,154.3500,154.2900,154.2900,7701
2023-11-21 10:29:00,154.3600,154.3600,154.3100,154.3200,4669
2023-11-21 10:28:00,154.3500,154.3600,154.3100,154.3400,3820
2023-11-21 10:27:00,154.3100,154.3800,154.2600,154.3800,11125
2023-11-21 10:26:00,154.3700,154.3700,154.3100,154.3100,2972
2023-11-21 10:25:00,154.3500,154.4000,154.3500,154.3800,2880
2023-11-21 10:24:00,154.3100,154.3700,154.3100,154.3550,3342
2023-11-21 10:23:00,154.2400,154.3050,154.2300,154.2950,4264
2023-11-21 10:22:00,154.2900,154.3000,154.2400,154.2400,7091
2023-11-21 10:21:00,154.3000,154.3100,154.2600,154.2800,3882
2023-11-21 10:20:00,154.4250,154.4250,154.2700,154.2700,6753
2023-11-21 10:19:00,154.4100,154.4500,154.4100,154.4150,3151
2023-11-21 10:18:00,154.3100,154.3900,154.3000,154.3900,6405
2023-11-21 10:17:00,154.2770,154.3200,154.2500,154.2800,11940
2023-11-21 10:16:00,154.3300,154.3300,154.2600,154.2750,2859
2023-11-21 10:15:00,154.2700,154.3500,154.2700,154.3000,3258
2023-11-21 10:14:00,154.2600,154.3000,154.2300,154.3000,8877
2023-11-21 10:13:00,154.3600,154.3730,154.2300,154.2450,6591
2023-11-21 10:12:00,154.3800,154.3800,154.3200,154.3700,5754
